subject,puzzle,event,move,prev_move,s_free,s_fixed,d_goal,Lopt,attempt,RT,timestamp,first_move
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(9, 4)","(8, -1)","Int8[1, 3, 2, 1, 1, 4, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",7,9,1,958,1518143962755,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(8, 1)","(9, 4)","Int8[1, 3, 2, 1, 1, 4, 4, 4, 5]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",7,9,1,686,1518143963441,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(3, 1)","(8, 1)","Int8[1, 3, 2, 1, 1, 4, 4, 5, 5]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",8,9,1,2862,1518143966303,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(4, 1)","(3, 1)","Int8[1, 3, 3, 1, 1, 4, 4, 5, 5]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",8,9,1,1488,1518143967791,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(4, -1)","(4, 1)","Int8[1, 3, 3, 2, 1, 4, 4, 5, 5]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",9,9,1,2254,1518143970045,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(9, -4)","(4, -1)","Int8[1, 3, 3, 1, 1, 4, 4, 5, 5]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",8,9,1,803,1518143970848,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(8, -1)","(9, -4)","Int8[1, 3, 3, 1, 1, 4, 4, 5, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",8,9,1,1062,1518143971910,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(6, -3)","(8, -1)","Int8[1, 3, 3, 1, 1, 4, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",7,9,1,1359,1518143973269,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(3, 1)","(6, -3)","Int8[1, 3, 3, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",6,9,1,860,1518143974129,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(2, 2)","(3, 1)","Int8[1, 3, 4, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",5,9,1,717,1518143974846,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(1, 3)","(2, 2)","Int8[1, 5, 4, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",4,9,1,824,1518143975670,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(2, -2)","(1, 3)","Int8[4, 5, 4, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",3,9,1,841,1518143976511,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(3, -2)","(2, -2)","Int8[4, 3, 4, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",2,9,1,828,1518143977339,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,move,"(6, 3)","(3, -2)","Int8[4, 3, 2, 1, 1, 1, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",1,9,1,720,1518143978059,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb717_11,win,"(0, 0)","(6, 3)","Int8[4, 3, 2, 1, 1, 4, 4, 4, 1]","(Car(3, :x, 2), Car(3, :y, 2), Car(5, :x, 3), Car(2, :x, 3), Car(6, :x, 2), Car(6, :y, 3), Car(1, :y, 2), Car(2, :x, 2), Car(1, :x, 2))",0,9,1,0,1518143978059,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,start,"(0, 0)","(0, 0)","Int8[3, 3, 5, 5, 2, 1, 2, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",14,14,1,0,1518143980382,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(7, -1)","(0, 0)","Int8[3, 3, 5, 5, 2, 1, 2, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",14,14,1,1476,1518143981858,true
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(9, 1)","(7, -1)","Int8[3, 3, 5, 5, 2, 1, 1, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",14,14,1,856,1518143982714,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(9, -1)","(9, 1)","Int8[3, 3, 5, 5, 2, 1, 1, 5, 2]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",15,14,1,995,1518143983709,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(8, -1)","(9, -1)","Int8[3, 3, 5, 5, 2, 1, 1, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",14,14,1,959,1518143984668,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(5, -1)","(8, -1)","Int8[3, 3, 5, 5, 2, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",14,14,1,795,1518143985463,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(2, -1)","(5, -1)","Int8[3, 3, 5, 5, 1, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",13,14,1,630,1518143986093,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(3, -1)","(2, -1)","Int8[3, 2, 5, 5, 1, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",13,14,1,881,1518143986974,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(1, -2)","(3, -1)","Int8[3, 2, 4, 5, 1, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",13,14,1,1264,1518143988238,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(5, 3)","(1, -2)","Int8[1, 2, 4, 5, 1, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",12,14,1,1004,1518143989242,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(2, 1)","(5, 3)","Int8[1, 2, 4, 5, 4, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",13,14,1,876,1518143990118,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(6, 1)","(2, 1)","Int8[1, 3, 4, 5, 4, 1, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",13,14,1,1147,1518143991265,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(8, -1)","(6, 1)","Int8[1, 3, 4, 5, 4, 2, 1, 4, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",12,14,1,706,1518143991971,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(2, -2)","(8, -1)","Int8[1, 3, 4, 5, 4, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",11,14,1,746,1518143992717,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(5, -3)","(2, -2)","Int8[1, 1, 4, 5, 4, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",10,14,1,726,1518143993443,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(3, 1)","(5, -3)","Int8[1, 1, 4, 5, 1, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",9,14,1,931,1518143994374,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(7, 3)","(3, 1)","Int8[1, 1, 5, 5, 1, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",9,14,1,796,1518143995170,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(4, -1)","(7, 3)","Int8[1, 1, 5, 5, 1, 2, 4, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",8,14,1,717,1518143995887,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(3, -4)","(4, -1)","Int8[1, 1, 5, 4, 1, 2, 4, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",7,14,1,891,1518143996778,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(4, 1)","(3, -4)","Int8[1, 1, 1, 4, 1, 2, 4, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",6,14,1,597,1518143997375,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(7, -3)","(4, 1)","Int8[1, 1, 1, 5, 1, 2, 4, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",5,14,1,737,1518143998112,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(2, 3)","(7, -3)","Int8[1, 1, 1, 5, 1, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",4,14,1,543,1518143998655,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(5, 3)","(2, 3)","Int8[1, 4, 1, 5, 1, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",3,14,1,776,1518143999431,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(8, 2)","(5, 3)","Int8[1, 4, 1, 5, 4, 2, 1, 3, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",2,14,1,738,1518144000169,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,move,"(6, -1)","(8, 2)","Int8[1, 4, 1, 5, 4, 2, 1, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",1,14,1,559,1518144000728,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb58853_16,win,"(0, 0)","(6, -1)","Int8[1, 4, 1, 5, 4, 1, 1, 5, 1]","(Car(3, :x, 2), Car(5, :y, 3), Car(6, :x, 2), Car(3, :y, 2), Car(6, :y, 3), Car(3, :y, 2), Car(4, :x, 3), Car(1, :x, 2), Car(2, :y, 2))",0,14,1,0,1518144000728,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,start,"(0, 0)","(0, 0)","Int8[1, 3, 1, 3, 1, 1, 5, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",5,5,1,0,1518144004318,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(2, -1)","(0, 0)","Int8[1, 3, 1, 3, 1, 1, 5, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",5,5,1,2848,1518144007166,true
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(4, -1)","(2, -1)","Int8[1, 2, 1, 3, 1, 1, 5, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,616,1518144007782,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(7, -4)","(4, -1)","Int8[1, 2, 1, 2, 1, 1, 5, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,909,1518144008691,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(5, 2)","(7, -4)","Int8[1, 2, 1, 2, 1, 1, 1, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,642,1518144009333,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(3, 4)","(5, 2)","Int8[1, 2, 1, 2, 3, 1, 1, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,756,1518144010089,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(7, 4)","(3, 4)","Int8[1, 2, 5, 2, 3, 1, 1, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,706,1518144010795,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(8, -1)","(7, 4)","Int8[1, 2, 5, 2, 3, 1, 5, 2, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,877,1518144011672,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(1, 1)","(8, -1)","Int8[1, 2, 5, 2, 3, 1, 5, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,833,1518144012505,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(5, -2)","(1, 1)","Int8[2, 2, 5, 2, 3, 1, 5, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",3,5,1,1061,1518144013566,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(2, 1)","(5, -2)","Int8[2, 2, 5, 2, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",3,5,1,780,1518144014346,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(3, -4)","(2, 1)","Int8[2, 3, 5, 2, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,820,1518144015166,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(7, -4)","(3, -4)","Int8[2, 3, 1, 2, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,807,1518144015973,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(2, 2)","(7, -4)","Int8[2, 3, 1, 2, 1, 1, 1, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",4,5,1,693,1518144016666,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(4, 2)","(2, 2)","Int8[2, 5, 1, 2, 1, 1, 1, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",3,5,1,769,1518144017435,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(9, -1)","(4, 2)","Int8[2, 5, 1, 4, 1, 1, 1, 1, 4]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",3,5,1,1330,1518144018765,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(4, -3)","(9, -1)","Int8[2, 5, 1, 4, 1, 1, 1, 1, 3]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",2,5,1,820,1518144019585,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,move,"(5, 3)","(4, -3)","Int8[2, 5, 1, 1, 1, 1, 1, 1, 3]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",1,5,1,687,1518144020272,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb32795_7,win,"(0, 0)","(5, 3)","Int8[2, 5, 1, 1, 4, 1, 1, 1, 3]","(Car(3, :x, 2), Car(5, :x, 2), Car(5, :y, 2), Car(6, :x, 3), Car(4, :y, 3), Car(2, :x, 2), Car(6, :y, 2), Car(1, :x, 2), Car(1, :y, 3))",0,5,1,0,1518144020272,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb68910_11,start,"(0, 0)","(0, 0)","Int8[3, 4, 1, 5, 1, 2, 5, 3, 4]","(Car(3, :x, 2), Car(1, :y, 3), Car(6, :y, 2), Car(5, :x, 2), Car(5, :y, 3), Car(1, :x, 3), Car(4, :x, 2), Car(2, :y, 2), Car(3, :y, 2))",9,9,1,0,1518144024196,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb68910_11,move,"(8, -1)","(0, 0)","Int8[3, 4, 1, 5, 1, 2, 5, 3, 4]","(Car(3, :x, 2), Car(1, :y, 3), Car(6, :y, 2), Car(5, :x, 2), Car(5, :y, 3), Car(1, :x, 3), Car(4, :x, 2), Car(2, :y, 2), Car(3, :y, 2))",9,9,1,1626,1518144025822,true
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb68910_11,move,"(6, -1)","(8, -1)","Int8[3, 4, 1, 5, 1, 2, 5, 2, 4]","(Car(3, :x, 2), Car(1, :y, 3), Car(6, :y, 2), Car(5, :x, 2), Car(5, :y, 3), Car(1, :x, 3), Car(4, :x, 2), Car(2, :y, 2), Car(3, :y, 2))",9,9,1,768,1518144026590,false
A1F42D4L22K5ND:3ZSANO2JCGFTBM23KS9Y3E51YP4FSQ,prb68910_11,move,"(2, -2)","(6, -1)","Int8[3, 4, 1, 5, 1, 1, 5, 2, 4]","(Car(3, :x, 2), Car(1, :y, 3), Car(6, :y, 2), Car(5, :x, 2), Car(5, :y, 3), Car(1, :x, 3), Car(4, :x, 2), Car(2, :y, 2), Car(3, :y, 2))",9,9,1,816,1518144027406,false
